INSEE_COM;INSEE_DEP;NOM_COM_M;PrixMoyen_M2
31387;31;MONTOUSSIN;0
31196;31;FRANCON;2081
31193;31;FOUSSERET;1522
31119;31;CASTELNAU PICAMPEAU;1882
31529;31;SAMOUILLAN;0
31414;31;PEYRISSAS;0
31370;31;MONTEGUT BOURJAC;1957
31309;31;LUSSAN ADEILHAC;1699
31204;31;FUSTIGNAC;1312
31063;31;BENQUE;917
31522;31;SALERM;0
31468;31;SAINT ANDRE;1279
31168;31;EOUX;1956
31363;31;MONTBERNARD;591
31301;31;LILHAC;1272
31172;31;ESPARRON;0
31170;31;ESCANECRABE;2139
31121;31;CASTERA VIGNOLES;0
31510;31;SAINT PE DELBOSC;0
31378;31;MONTGAILLARD SUR SAVE;1321
31350;31;MONDILHAN;760
31141;31;CIADOUX;0
65442;65;THERMES MAGNOAC;1072
31218;31;GENSAC DE BOULOGNE;1985
31080;31;BOULOGNE SUR GESSE;1139
31070;31;BLAJAN;1242
65475;65;VILLEMUR;0
65368;65;POUY;0
65249;65;LALANNE;0
65155;65;DEVEZE;0
65129;65;CASTELNAU MAGNOAC;1281
65088;65;BETBEZE;0
65026;65;ARIES ESPENAN;0
65468;65;VIEUZOS;0
65373;65;PUNTOUS;917
65336;65;ORGAN;0
65214;65;HACHAN;0
65148;65;CIZOS;0
65126;65;CAMPUZAN;1088
65090;65;BETPOUY;438
65068;65;BARTHE;0
65449;65;TOURNOUS DEVANT;0
65448;65;TOURNOUS DARRE;2133
65419;65;SENTOUS;800
65374;65;PUYDARRIEUX;0
65274;65;LIBAROS;0
65095;65;BONNEFONT;0
65474;65;VILLEMBITS;0
65461;65;VIDOU;939
65423;65;SERE RUSTAING;0
65359;65;PEYRIGUERE;0
65326;65;MUN;0
65293;65;LUSTAR;0
65289;65;LUBY BETMONT;0
65253;65;LAMARQUE RUSTAING;0
65110;65;BUGARD;0
65443;65;THUY;0
65301;65;MARSEILLAN;0
65298;65;MARQUERIE;0
65206;65;GOUDON;936
65153;65;COUSSAN;0
65142;65;CHELLE DEBAT;1119
65131;65;CASTELVIEILH;1412
65115;65;CABANAC;1358
65044;65;AUBAREDE;1285
65436;65;SOUYEAUX;2144
65380;65;SABALOS;0
65369;65;POUYASTRUC;1543
65340;65;ORLEIX;1871
65332;65;OLEAC DEBAT;1043
65276;65;LIZOS;2173
65225;65;HOURC;0
65151;65;COLLONGUES;0
65104;65;BOULIN;2030
65047;65;AUREILHAN;1444
65350;65;OURSBELILLE;2035
65108;65;BOURS;1430
65100;65;BORDERES SUR L ECHEZ;1594
65072;65;BAZET;1686
65364;65;PINTAC;0
64238;64;GER;1507
64344;64;LIVRON;1696
64526;64;SOUMOULOU;1972
64419;64;NOUSTY;1607
64352;64;LOURENTIES;1378
64343;64;LIMENDOUS;0
64246;64;GOMER;1600
64216;64;ESPOEY;1471
64439;64;OUSSE;1794
64138;64;BORDES;1654
64023;64;ANGAIS;2266
64067;64;ASSAT;1685
64059;64;ARTIGUELOUTAN;1748
64550;64;UZOS;0
64467;64;RONTIGNON;1459
64413;64;NARCASTET;1937
64376;64;MEILLON;496
64373;64;MAZERES LEZONS;1992
64237;64;GELOS;2000
64041;64;ARESSY;2149
64478;64;SAINT FAUST;1609
64284;64;JURANCON;1770
64299;64;LACOMMANDE;0
64072;64;AUBERTIN;1091
64328;64;LEDEUIX;1998
64245;64;GOES;1556
64219;64;ESTIALESCQ;0
64165;64;CARDESSE;1225
64551;64;VERDETS;0
64508;64;SAUCEDE;0
64459;64;PRECHACQ NAVARRENX;0
64449;64;POEY D OLORON;0
64426;64;ORIN;1866
64481;64;SAINT GOIN;0
64458;64;PRECHACQ JOSBAIG;0
64264;64;HOPITAL SAINT BLAISE;0
64244;64;GEUS D OLORON;1748
64039;64;AREN;0
64391;64;MONCAYOLLE LARRORY MENDIBIEU;827
64188;64;CHERAUTE;1000
64115;64;BERROGAIN LARUNS;0
64559;64;VIODOS ABENSE DE BAS;0
64371;64;MAULEON LICHARRE;1024
64231;64;GARINDEIN;621
64012;64;AINHARP;0
64441;64;PAGOLLE;0
64045;64;ARHANSUS;0
64437;64;OSTABAT ASME;583
64314;64;LARCEVEAU ARROS CIBITS;0
64285;64;JUXUE;0
64150;64;BUNUS;0
64313;64;LANTABAT;0
64013;64;AINHICE MONGELOS;0
64528;64;SUHESCUN;3259
64283;64;JAXU;0
64273;64;IRISSARRY;2154
64490;64;SAINT MARTIN D ARROSSA;1484
64436;64;OSSES;0
2B261;2B;ROGLIANO;0
2B107;2B;ERSA;0
83152;83;RAYOL CANADEL SUR MER;5269
83070;83;LAVANDOU;5418
83019;83;BORMES LES MIMOSAS;5025
83071;83;LONDE LES MAURES;4741
83130;83;SOLLIES PONT;2930
83047;83;CRAU;3565
83144;83;VALETTE DU VAR;2942
83132;83;SOLLIES VILLE;3639
83054;83;FARLEDE;3276
83103;83;REVEST LES EAUX;3382
83053;83;EVENOS;3658
83009;83;BANDOL;5546
83112;83;SAINT CYR SUR MER;4885
83027;83;CADIERE D AZUR;4635
13028;13;CIOTAT;4293
34324;34;VALRAS PLAGE;3045
11145;11;FLEURY;2628
11441;11;VINASSAN;2100
11370;11;SALLES D AUDE;2149
11106;11;COURSAN;1547
11353;11;SAINT MARCEL SUR AUDE;1829
11258;11;MOUSSAN;1851
11421;11;VILLEDAIGNE;1848
11405;11;VENTENAC EN MINERVOIS;1873
11360;11;SAINT NAZAIRE D AUDE;1985
11307;11;RAISSAC D AUDE;1739
11264;11;NEVIAN;1534
11217;11;MARCORIGNAN;1735
11324;11;ROUBIA;1559
11273;11;PARAZA;1837
11111;11;CRUSCADES;1837
11067;11;CANET;1950
11013;11;ARGENS MINERVOIS;1564
11393;11;TOUROUZELLE;1394
11241;11;MONTBRUN DES CORBIERES;1097
11203;11;LEZIGNAN CORBIERES;1361
11126;11;ESCALES;1336
11190;11;REDORTE;1341
11337;11;SAINT COUAT D AUDE;1102
11318;11;ROQUECOURBE MINERVOIS;1744
11301;11;PUICHERIC;943
11077;11;CASTELNAU D AUDE;1523
11342;11;SAINT FRICHOUX;1917
11220;11;MARSEILLETTE;1600
11042;11;BLOMAC;899
11001;11;AIGUES VIVES;905
11397;11;TREBES;1124
11330;11;RUSTIQUES;1600
11215;11;MALVES EN MINERVOIS;1322
11043;11;BOUILHONNAC;1601
11023;11;BADENS;1313
11429;11;VILLEMOUSTAUSSOU;1604
11422;11;VILLEDUBERT;1987
11410;11;VILLALIER;1198
11037;11;BERRIAC;1085
11279;11;PENNAUTIER;1446
11069;11;CARCASSONNE;1350
11437;11;VILLESEQUELANDE;1398
11340;11;SAINTE EULALIE;1612
11288;11;PEZENS;1387
11084;11;CAUX ET SAUZENS;1886
11009;11;ALZONNE;1111
11438;11;VILLESISCLE;1292
11049;11;BRAM;1325
11195;11;LAURABUC;1703
11234;11;MIREVAL LAURAGAIS;0
11418;11;VILLASAVARY;1098
11196;11;LAURAC;1293
11331;11;SAINT AMANS;1165
11162;11;GENERVILLE;0
11149;11;FONTERS DU RAZES;0
11365;11;SAINT SERNIN;0
11283;11;PEYREFITTE SUR L HERS;1148
11278;11;PECH LUNA;783
11226;11;MAYREVILLE;1313
11236;11;MOLANDIER;1091
11231;11;MEZERVILLE;2667
11033;11;BELPECH;1232
9185;9;MAZERES;1383
9282;9;SAVERDUN;1385
9146;9;JUSTINIAC;0
9076;9;CANTE;1579
9067;9;BRIE;1216
31319;31;MARLIAC;0
9338;9;VILLENEUVE DU LATOU;2135
31326;31;MASSABRAC;2000
31111;31;CASTAGNAC;1671
31103;31;CANENS;0
9342;9;SAINTE SUZANNE;1955
9277;9;SAINT YBARS;1441
31312;31;MAILHOLAS;0
31280;31;LATRAPE;1421
31279;31;LATOUR;0
31272;31;LAPEYRERE;0
31047;31;BAX;0
31492;31;SAINT JULIEN SUR GARONNE;1442
31225;31;GOUTEVERNISSE;0
31219;31;GENSAC SUR GARONNE;0
31153;31;COULADERE;1034
31135;31;CAZERES;1512
31530;31;SANA;1773
31406;31;PALAMINY;1120
31349;31;MONDAVEZAN;1260
31324;31;MARTRES TOLOSANE;1528
31292;31;LESCUNS;2138
31552;31;TERREBASSE;0
31318;31;MARIGNAC LASPEYRES;2059
31039;31;BACHAS;2344
31005;31;ALAN;1000
31477;31;SAINT ELIX SEGLAN;0
31415;31;PEYROUZET;0
31386;31;MONTOULIEU SAINT BERNARD;1739
31083;31;BOUSSAN;1211
31028;31;AURIGNAC;944
31109;31;CASSAGNABERE TOURNAS;1879
31528;31;SAMAN;1500
31502;31;SAINT MARCET;1454
31493;31;SAINT LARY BOUJEAN;0
31295;31;LESPUGUE;0
31138;31;CHARLAS;0
31108;31;CARDEILHAC;943
31532;31;SARREMEZAN;947
31531;31;SARRECAVE;1135
31398;31;NIZAN GESSE;0
31385;31;MONTMAURIN;1583
31276;31;LARROQUE;1008
65315;65;MONLEON MAGNOAC;922
65074;65;BAZORDAN;1101
31498;31;SAINT LOUP EN COMMINGES;1125
31043;31;BALESTA;0
65381;65;SABARROS;0
65376;65;RECURT;2036
65316;65;MONLONG;486
65266;65;LASSALES;0
65261;65;LARAN;1360
65187;65;GAUSSAN;0
65136;65;CAUBOUS;0
65184;65;GALEZ;2313
65183;65;GALAN;715
65128;65;CASTELBAJAC;0
65097;65;BONREPOS;736
65337;65;ORIEUX;0
65318;65;MONTASTRUC;0
65113;65;BURG;3500
65086;65;BERNADETS DESSUS;0
65447;65;TOURNAY;1656
65426;65;SINZOS;0
65357;65;PEYRAUBE;0
65324;65;MOULEDOUS;1191
65272;65;LHEZ;1058
65204;65;GONEZ;0
65149;65;CLARAC;0
65101;65;BORDES;1243
65417;65;SEMEAC;1501
65410;65;SARROUILLES;1149
65303;65;MASCARAS;0
65270;65;LESPOUEY;0
65265;65;LASLADES;1530
65259;65;LANSAC;1851
65120;65;CALAVANTE;1469
65062;65;BARBAZAN DEBAT;1534
65010;65;ANGOS;0
65005;65;ALLIER;0
65440;65;TARBES;1312
65433;65;SOUES;1558
65401;65;SALLES ADOUR;867
65331;65;ODOS;1605
65251;65;LALOUBERE;1450
65223;65;HORGUES;2367
65344;65;OSSUN;1438
65284;65;LOUEY;1934
65235;65;JUILLAN;1695
65226;65;IBOS;1656
65057;65;AZEREIX;1316
64453;64;PONTACQ;1303
64097;64;BARZUN;0
64109;64;BENEJACQ;1560
64137;64;BORDERES;0
64358;64;LUCGARIER;0
64292;64;LABATMALE;0
64266;64;HOURS;2210
64145;64;BOURDETTES;1935
64469;64;SAINT ABIT;0
64054;64;ARROS DE NAY;0
64302;64;LAGOS;1865
64101;64;BAUDREIX;0
64386;64;MIREPEIX;1844
64133;64;BOEIL BEZING;1612
64119;64;BEUSTE;1957
64417;64;NAY;1682
64444;64;PARDIES PIETAT;0
64091;64;BALIROS;1794
64257;64;HAUT DE BOSDARROS;0
64139;64;BOSDARROS;2384
64325;64;LASSEUBETAT;0
64230;64;GAN;2095
64324;64;LASSEUBE;1306
64207;64;ESCOU;0
64460;64;PRECILHON;1364
64220;64;ESTOS;1048
64209;64;ESCOUT;1796
64126;64;BIDOS;1772
64422;64;OLORON SAINTE MARIE;1285
64409;64;MOUMOUR;966
64241;64;GERONCE;0
64225;64;ANCE FEAS;1495
64217;64;ESQUIULE;2154
64468;64;ROQUIAGUE;0
64093;64;BARCUS;0
64509;64;SAUGUIS SAINT ETIENNE;1331
64424;64;ORDIARP;1824
64378;64;MENDITTE;0
64268;64;IDAUX MENDY;0
64247;64;GOTEIN LIBARRENX;0
64411;64;MUSCULDY;1269
64487;64;SAINT JUST IBARRE;570
64267;64;IBARROLLE;0
64297;64;LACARRE;786
64229;64;GAMARTHE;0
64154;64;BUSSUNARITS SARRASQUETTE;0
64485;64;SAINT JEAN PIED DE PORT;4833
64484;64;SAINT JEAN LE VIEUX;2102
64275;64;ISPOURE;1067
64166;64;CARO;1432
64155;64;BUSTINCE IRIBERRY;0
64066;64;ASCARAT;1957
64274;64;IROULEGUY;0
64026;64;ANHAUX;0
64477;64;SAINT ETIENNE DE BAIGORRY;0
2B327;2B;TOMINO;0
2B159;2B;MERIA;0
2B170;2B;MORSIGLIA;0
2B086;2B;CENTURI;0
83069;83;HYERES;3636
83034;83;CARQUEIRANNE;5224
83098;83;PRADET;3864
83062;83;GARDE;3265
83137;83;TOULON;2629
83129;83;SIX FOURS LES PLAGES;4283
83126;83;SEYNE SUR MER;3026
83090;83;OLLIOULES;3670
83123;83;SANARY SUR MER;5172
11014;11;ARMISSAN;2099
11262;11;NARBONNE;2076
11255;11;MONTREDON DES CORBIERES;1808
11040;11;BIZANET;1709
11267;11;ORNAISONS;1627
11210;11;LUC SUR ORBIEU;1555
11048;11;BOUTENAC;1549
11148;11;FONTCOUVERTE;1371
11140;11;FERRALS LES CORBIERES;1372
11098;11;CONILHAC CORBIERES;1357
11261;11;MOUX;935
11122;11;DOUZENS;1175
11095;11;COMIGNE;1281
11068;11;CAPENDU;2949
11257;11;MONZE;1244
11248;11;MONTIRAT;0
11151;11;FONTIES D AUDE;1619
11146;11;FLOURE;1232
11027;11;BARBAIRA;1178
11272;11;PALAJA;1779
11088;11;CAZILHAC;1573
11299;11;PREIXAN;1487
11102;11;COUFFOULENS;1180
11085;11;CAVANAC;1129
11417;11;VILLARZEL DU RAZES;543
11327;11;ROULLENS;1598
11199;11;LAVALETTE;1476
11018;11;ARZENS;1551
11005;11;ALAIRAC;1558
11254;11;MONTREAL;1161
11059;11;CAILHAVEL;1344
11058;11;CAILHAU;1635
11432;11;VILLENEUVE LES MONTREAL;1943
11193;11;LASSERRE DE PROUILLE;1916
11153;11;FORCE;1549
11141;11;FERRAN;0
11051;11;BREZILHAC;1390
11268;11;ORSANS;0
11139;11;FENOUILLET DU RAZES;0
11136;11;FANJEAUX;1508
11072;11;CASSAIGNE;1486
11348;11;SAINT JULIEN DE BRIOLA;0
11312;11;RIBOUISSE;809
11159;11;GAJA LA SELVE;648
11087;11;CAZALRENOUX;1249
11419;11;VILLAUTOU;0
11290;11;PLAIGNE;0
11277;11;PECHARIC ET LE PY;0
11184;11;LAFAGE;974
11057;11;CAHUZAC;0
9315;9;TREMOULET;0
9153;9;LAPENNE;876
9132;9;GAUDIES;926
9339;9;VILLENEUVE DU PAREAGE;1497
9199;9;MONTAUT;1020
9331;9;VERNET;1424
9060;9;BONNAC;961
9056;9;BEZAC;757
9319;9;UNZENT;0
9270;9;SAINT MARTIN D OYDES;1530
9255;9;SAINT AMANS;1499
9163;9;LESCOUSSE;1278
9117;9;ESPLAS;0
9124;9;FOSSAT;1407
9109;9;DURFORT;0
9019;9;ARTIGAT;1495
9294;9;SIEURAS;1722
9084;9;CASTEX;0
9079;9;CARLA BAYLE;1501
9310;9;THOUARS SUR ARIZE;0
9186;9;MERAS;0
9172;9;LOUBAUT;0
9123;9;FORNEX;0
9105;9;DAUMAZAN SUR ARIZE;989
9038;9;BASTIDE DE BESPLAS;1527
31375;31;MONTESQUIEU VOLVESTRE;1423
31362;31;MONTBERAUD;0
31267;31;LAHITERE;0
31226;31;GOUZENS;1063
31505;31;SAINT MICHEL;1677
31474;31;SAINT CHRISTAUD;615
31425;31;PLAN;1067
31422;31;PLAGNE;1111
31367;31;MONTCLAR DE COMMINGES;0
31327;31;MAURAN;375
31030;31;AUSSEING;0
31503;31;SAINT MARTORY;1010
31457;31;ROQUEFORT SUR GARONNE;1125
31336;31;MAZERES SUR SALAT;1326
31314;31;MANCIOUX;1144
31198;31;FRECHET;1629
31084;31;BOUSSENS;1673
31545;31;SEPX;1287
31440;31;PROUPIARY;0
31260;31;LAFFITE TOUPIERE;1296
31134;31;CAZENEUVE MONTAUT;0
31086;31;BOUZIN;0
31034;31;AUZAS;978
31018;31;ARNAUD GUILHEM;0
31278;31;LATOUE;1227
31023;31;AULON;698
31536;31;SAUX ET POMAREDE;1087
31487;31;SAINT IGNAN;0
31274;31;LARCAN;604
31268;31;LALOURET LAFFITEAU;1626
31302;31;LODES;1124
31159;31;CUING;847
31539;31;SEDEILHAC;1160
31513;31;SAINT PLANCARD;1025
31305;31;LOUDET;605
31130;31;CAZARIL TAMBOURES;556
31078;31;BOUDRAC;574
65456;65;UGLAS;0
65437;65;TAJAN;0
65377;65;REJAUMONT;1430
65028;65;ARNE;0
31586;31;VILLENEUVE LECUSSAN;0
31289;31;LECUSSAN;864
65224;65;HOUEYDETS;1186
65150;65;CLARENS;1537
65125;65;CAMPISTROUS;1522
65378;65;RICAUD;0
65356;65;PERE;0
65294;65;LUTILHOUS;1336
65256;65;LANESPEDE;0
65245;65;LAGRANGE;1384
65207;65;GOURGUE;955
65132;65;CASTERA LANUSSE;0
65118;65;CAHARET;0
65079;65;BEGOLE;0
65367;65;POUMAROUS;0
65353;65;OZON;0
65333;65;OLEAC DESSUS;0
65143;65;CHELLE SPOU;954
65037;65;ARTIGUEMY;0
65464;65;VIELLE ADOUR;0
65346;65;OUEILLOUX;2078
65338;65;ORIGNAC;0
65321;65;MONTIGNAC;0
65290;65;LUC;0
65222;65;HITTE;0
65181;65;FRECHOU FRECHET;1983
65084;65;BERNAC DESSUS;0
65083;65;BERNAC DEBAT;1888
65063;65;BARBAZAN DESSUS;0
65479;65;VISKER;1432
65392;65;SAINT MARTIN;1958
65339;65;ORINCLES;0
65320;65;MONTGAILLARD;1852
65313;65;MOMERES;1760
65268;65;LAYRISSE;1433
65221;65;HIIS;2218
65220;65;HIBARETTE;1825
65080;65;BENAC;893
65019;65;ARCIZAC ADOUR;1773
65257;65;LANNE;966
65236;65;JULOS;1452
65070;65;BARTRES;1986
65067;65;BARRY;0
65052;65;AVERAN;371
65002;65;ADE;1356
65366;65;POUEYFERRE;1606
65280;65;LOUBAJAC;1126
65252;65;LAMARQUE PONTACQ;1776
65065;65;BARLEST;1140
64339;64;LESTELLE BETHARRAM;1500
64498;64;SAINT VINCENT;755
64400;64;MONTAUT;794
64191;64;COARRAZE;1872
64270;64;IGON;0
64148;64;BRUGES CAPBIS MIFAGET;633
64522;64;SEVIGNACQ MEYRACQ;0
64363;64;LYS;632
64473;64;SAINTE COLOME;0
64463;64;REBENACQ;0
64157;64;BUZY;1949
64116;64;BESCAT;4062
64421;64;OGEU LES BAINS;0
64156;64;BUZIET;527
64261;64;HERRERE;0
64252;64;GURMENCON;3018
64224;64;EYSUS;1513
64064;64;ASASP ARROS;0
64007;64;AGNOS;2091
64029;64;ARAMITS;0
64533;64;TARDETS SORHOLUS;470
64404;64;MONTORY;377
64303;64;LAGUINGE RESTOUE;0
64537;64;TROIS VILLES;1159
64432;64;OSSAS SUHARE;0
64162;64;CAMOU CIHIGUE;0
64017;64;ALOS SIBAS ABENSE;740
64081;64;AUSSURUCQ;455
64379;64;MENDIVE;0
64265;64;HOSTA;0
64107;64;BEHORLEGUY;0
64008;64;AHAXE ALCIETTE BASCASSAN;1571
64538;64;UHART CIZE;2251
64011;64;AINCILLE;0
64322;64;LASSE;1123
64047;64;ARNEGUY;2199
64092;64;BANCA;861
64016;64;ALDUDES;0
2B152;2B;LURI;0
2B046;2B;CAGNANO;0
2B233;2B;PINO;0
2B030;2B;BARRETTALI;0
83153;83;SAINT MANDRIER SUR MER;3755
11170;11;GRUISSAN;2974
11285;11;PEYRIAC DE MER;2719
11024;11;BAGES;2130
11332;11;SAINT ANDRE DE ROQUELONGUE;1642
11256;11;MONTSERET;1946
11351;11;SAINT LAURENT DE LA CABRERISSE;1442
11132;11;FABREZAN;1167
11392;11;TOURNISSAN;1405
11311;11;RIBAUTE;1410
11064;11;CAMPLONG D AUDE;996
11378;11;SERVIES EN VAL;0
11185;11;LAGRASSE;2879
11133;11;FAJAC EN VAL;0
11016;11;ARQUETTES EN VAL;0
11423;11;VILLEFLOURE;0
11223;11;MAS DES COURS;0
11183;11;LADERN SUR LAUQUET;500
11408;11;VERZEILLE;1683
11325;11;ROUFFIAC D AUDE;1176
11293;11;POMAS;1464
11201;11;LEUC;1333
11355;11;SAINT MARTIN DE VILLEREGLAN;1080
11242;11;MONTCLAR;801
11090;11;CEPIE;1665
11328;11;ROUTIER;904
11216;11;MALVIES;1602
11197;11;LAURAGUEL;1075
11061;11;CAMBIEURE;1306
11053;11;BRUGAIROLLES;1182
11228;11;MAZEROLLES DU RAZES;0
11167;11;GRAMAZIE;774
11034;11;BELVEZE DU RAZES;1314
11032;11;BELLEGARDE DU RAZES;1311
11004;11;ALAIGNE;1886
11375;11;SEIGNALENS;1880
11246;11;MONTGRADAIL;0
11204;11;LIGNAIROLLES;1967
11173;11;HOUNOUX;862
11128;11;ESCUEILLENS ET SAINT JUST DE BELENGARD;1279
11108;11;COURTETE;694
11343;11;SAINT GAUDERIC;2641
11291;11;PLAVILLA;0
9260;9;SAINTE FOI;0
9194;9;MIREPOIX;1296
9178;9;MALEGOUDE;0
9089;9;CAZALS DES BAYLES;0
9180;9;MANSES;0
9323;9;VALS;1034
9309;9;TEILHET;0
9259;9;SAINT FELIX DE TOURNEGAT;1768
9254;9;SAINT AMADOU;1490
9238;9;PUJOLS;1154
9040;9;BASTIDE DE LORDAT;1854
9312;9;TOUR DU CRIEU;1726
9175;9;LUDIES;0
9081;9;CARLARET;1000
9265;9;SAINT JEAN DU FALGA;1473
9256;9;SAINT BAUZEIL;0
9225;9;PAMIERS;1288
9276;9;SAINT VICTOR ROUZAUD;819
9271;9;SAINT MICHEL;0
9195;9;MONESPLE;0
9177;9;MADIERE;872
9116;9;ESCOSSE;1798
9253;9;SABARAT;633
9224;9;PAILHES;1288
9151;9;LANOUX;0
9083;9;CASTERAS;0
9075;9;CAMPAGNE SUR ARIZE;766
9061;9;BORDES SUR ARIZE;1019
31365;31;MONTBRUN BOCAGE;1152
9205;9;MONTFA;630
9257;9;SAINTE CROIX VOLVESTRE;1535
9190;9;MERIGON;0
9158;9;LASSERRE;2016
9313;9;TOURTOUSE;1248
9120;9;FABAS;517
9094;9;CERIZOLS;0
9046;9;BEDEILLE;0
31591;31;ESCOULIS;0
31321;31;MARSOULAS;1705
31110;31;CASSAGNE;1292
31059;31;BELBEZE EN COMMINGES;1294
9054;9;BETCHAT;1079
31554;31;TOUILLE;1195
31523;31;SALIES DU SALAT;1307
31391;31;MONTSAUNES;362
31315;31;MANE;1023
31372;31;MONTESPAN;1037
31296;31;LESTELLE DE SAINT MARTORY;749
31246;31;LABARTHE INARD;1353
31183;31;FIGAROL;1366
31124;31;CASTILLON DE SAINT MARTORY;1772
31050;31;BEAUCHALOT;1388
31537;31;SAVARTHES;1659
31504;31;SAINT MEDARD;1350
31452;31;RIEUCAZE;0
31427;31;POINTIS INARD;1548
31344;31;MIRAMONT DE COMMINGES;735
31270;31;LANDORTHE;1448
31175;31;ESTANCARBON;1151
31565;31;VALENTINE;786
31483;31;SAINT GAUDENS;1099
31585;31;VILLENEUVE DE RIVIERE;2653
31430;31;PONLAT TAILLEBOURG;1491
31426;31;POINTIS DE RIVIERE;1394
31323;31;MARTRES DE RIVIERE;0
31247;31;LABARTHE RIVIERE;1418
31147;31;CLARAC;1624
31076;31;BORDES DE RIVIERE;1974
65394;65;SAINT PAUL;1295
65307;65;MAZERES DE NESTE;696
31556;31;TOURREILLES;1497
31390;31;MONTREJEAU;934
31224;31;GOURDAN POLIGNAN;1294
31197;31;FRANQUEVIELLE;597
31158;31;CUGURON;1366
31031;31;AUSSON;1244
65482;65;CANTAOUS;556
65455;65;TUZAGUET;954
65389;65;SAINT LAURENT DE NESTE;1193
65363;65;PINAS;0
65009;65;ANERES;0
65258;65;LANNEMEZAN;1225
65159;65;ESCALA;1724
65069;65;BARTHE DE NESTE;1636
65445;65;TILHOUSE;0
65405;65;SARLABOUS;0
65306;65;MAUVEZIN;0
65127;65;CAPVERN;1406
65081;65;BENQUE MOLERE;0
65024;65;ARGELES BAGNERES;1442
65459;65;UZER;0
65167;65;ESPIEILH;0
65162;65;ESCONNETS;0
65147;65;CIEUTAT;2834
65135;65;CASTILLON;0
65105;65;BOURG DE BIGORRE;731
65096;65;BONNEMAZON;1273
65091;65;BETTES;0
65451;65;TREBONS;1620
65370;65;POUZAC;1342
65335;65;ORDIZAN;1748
65310;65;MERILHEU;1454
65216;65;HAUBAN;2520
65016;65;ANTIST;2143
65345;65;OSSUN EZ ANGLES;0
65328;65;NEUILH;0
65281;65;LOUCRUP;815
65247;65;ARRAYOU LAHITTE;1253
65238;65;LABASSERE;1742
65043;65;ASTUGUE;0
65033;65;ARRODETS EZ ANGLES;606
65421;65;SERE LANSO;0
65386;65;SAINT CREAC;0
65355;65;PAREAC;0
65291;65;LUGAGNAN;1099
65286;65;LOURDES;1176
65271;65;LEZIGNAN;0
65233;65;JARRET;0
65203;65;GEZ EZ ANGLES;0
65164;65;ESCOUBES POUTS;0
65107;65;BOURREAC;2140
65040;65;ASPIN EN LAVEDAN;0
65038;65;ARTIGUES;0
65020;65;ARCIZAC EZ ANGLES;0
65011;65;ANGLES;1712
65360;65;PEYROUSE;1860
65343;65;OSSEN;0
65334;65;OMEX;1893
65395;65;SAINT PE DE BIGORRE;1143
64058;64;ARTHEZ D ASSON;0
64068;64;ASSON;1407
64353;64;LOUVIE JUZON;3000
64175;64;CASTET;0
64280;64;IZESTE;0
64128;64;BILHERES;0
64062;64;ARUDY;1290
64506;64;SARRANCE;0
64360;64;LURBE SAINT CHRISTAU;1705
64206;64;ESCOT;1570
64276;64;ISSOR;0
64310;64;LANNE EN BARETOUS;524
64258;64;HAUX;0
64342;64;LICQ ATHEREY;0
64340;64;LICHANS SUNHAR;0
64222;64;ETCHEBAR;0
64298;64;LACARRY ARHAN CHARRITTE DE HAUT;1543
64015;64;ALCAY ALCABEHETY SUNHARETTE;0
64327;64;LECUMBERRY;1572
64218;64;ESTERENCUBY;0
64492;64;SAINT MICHEL;0
64543;64;UREPEL;0
2B281;2B;SISCO;2352
2B224;2B;PIETRACORBARA;0
2B184;2B;OLCANI;0
2B183;2B;OGLIASTRO;0
2B058;2B;CANARI;0
11379;11;SIGEAN;1883
11295;11;PORTEL DES CORBIERES;1555
11390;11;THEZAN DES CORBIERES;1474
11152;11;FONTJONCOUSE;1081
11176;11;JONQUIERES;1661
11110;11;COUSTOUGE;597
11386;11;TALAIRAN;533
11363;11;SAINT PIERRE DES CHAMPS;1631
11354;11;SAINT MARTIN DES PUITS;0
11314;11;RIEUX EN VAL;1000
11227;11;MAYRONNES;0
11083;11;CAUNETTES EN VAL;0
11440;11;VILLETRITOULS;0
11414;11;VILLAR EN VAL;0
11387;11;TAURIZE;0
11179;11;LABASTIDE EN VAL;0
11169;11;GREFFEIL;0
11094;11;CLERMONT SUR LAUQUET;0
11082;11;CAUNETTE SUR LAUQUET;0
11420;11;VILLEBAZY;963
11415;11;VILLAR SAINT ANSELME;0
11364;11;SAINT POLYCARPE;1648
11344;11;SAINT HILAIRE;790
11161;11;GARDIE;1761
11029;11;BELCASTEL ET BUC;1987
11289;11;PIEUSSE;1470
11206;11;LIMOUX;1325
11105;11;COURNANEL;1004
11274;11;PAULIGNE;1537
11214;11;MALRAS;1007
11158;11;GAJA ET VILLEDIEU;563
11121;11;DONAZAC;1112
11120;11;DIGNE D AVAL;1538
11119;11;DIGNE D AMONT;1585
11003;11;AJAC;0
11427;11;VILLELONGUE D AUDE;1341
11294;11;POMY;0
11247;11;MONTHAUT;0
11207;11;LOUPIA;1473
11107;11;COURTAULY;907
11039;11;BEZOLE;0
11400;11;TREZIERS;1669
11282;11;PEYREFITTE DU RAZES;0
11100;11;CORBIERES;0
11080;11;VAL DE LAMBRONNE;1408
9274;9;SAINT QUENTIN LA TOUR;1441
9251;9;ROUMENGOUX;1492
9213;9;MOULIN NEUF;359
9150;9;LAGARDE;1256
9039;9;BASTIDE DE BOUSIGNAC;1073
9314;9;TOURTROL;1962
